retweet_count,favorite_count,user_followers_count,date
26,149,3244957,2020-04-06
614,1964,156473,2020-04-13
0,0,49,2020-03-29
643,463,1711477,2020-04-06
1031,2563,1493279,2020-04-06
387,655,407208,2020-04-06
1,5,199,2020-04-03
1194,1291,34013,2020-04-12
200,174,22613,2020-03-18
14,19,7420,2020-04-06
12187,31438,1166810,2020-04-07
2,4,1836,2020-04-03
2523,4423,4025,2020-04-11
3570,13225,605659,2020-04-23
123,249,8437,2020-03-27
14,71,16716,2020-04-05
51,63,270183,2020-04-08
31,49,5927,2020-04-01
2767,22748,967263,2020-04-06
243,607,2484213,2020-04-07
802,1825,30256,2020-04-06
56,125,5130,2020-04-08
1221,5491,3072028,2020-04-04
255,231,230797,2020-04-10
11,16,8237,2020-04-13
2070,2532,117551,2020-04-11
0,0,5577,2020-04-10
248,853,4203529,2020-04-14
0,0,730,2020-03-24
101,472,55503,2020-04-24
108,145,1856229,2020-03-30
405,606,190964,2020-03-28
8620,28850,362784,2020-03-31
858,791,36970,2020-03-19
2358,3237,244155,2020-04-02
142,425,129780,2020-04-03
11,40,3092,2020-03-27
2430,4216,91237,2020-03-30
816,1931,8238,2020-03-27
939,2677,1327806,2020-04-02
0,0,5,2020-04-02
32,207,1987,2020-03-31
2096,5010,1400086,2020-03-25
193,166,40917,2020-03-28
3,10,6594,2020-03-18
602,4368,419309,2020-03-30
7543,26405,355640,2020-03-31
130,285,7064,2020-03-28
107,662,2675,2020-03-29
142,372,82824,2020-04-02
63,46,38729,2020-03-31
9514,40675,18986,2020-04-05
1315,1116,74684,2020-03-31
319,584,276936,2020-03-25
309,705,310706,2020-03-21
3994,6992,387854,2020-03-16
20,63,10644,2020-03-30
198,1115,470445,2020-04-16
334,1081,1313692,2020-03-23
9,1,1552,2020-04-03
648,2842,82174,2020-03-25
2581,6508,1461163,2020-03-31
523,1617,11736,2020-03-15
10,37,28861,2020-04-03
72,183,214445,2020-03-24
176,373,214445,2020-03-30
204,4636,1434398,2020-03-24
49,396,419309,2020-03-30
0,9,6370,2020-04-03
467,951,930706,2020-03-27
46,79,1389730,2020-03-31
1751,4394,127698,2020-03-13
647,3049,4830408,2020-03-09
99,106,270183,2020-03-30
76346,99843,54088,2020-03-23
0,0,355640,2020-04-04
504,1036,12572,2020-03-30
1,4,2,2020-04-02
58,94,1256709,2020-04-05
2654,5340,159458,2020-03-31
214,287,11837,2020-04-04
552,3204,470445,2020-04-05
1975,2114,624555,2020-03-31
5107,18413,349118,2020-04-01
47,368,470445,2020-04-14
12,35,75804,2020-04-14
1747,2696,307190,2020-03-20
85,426,5678721,2020-04-03
128,97,217007,2020-03-30
297,360,23336,2020-04-02
4762,21946,4565341,2020-04-08
0,2,75,2020-04-09
102,146,58764,2020-03-16
3255,13322,5007050,2020-04-07
1595,4946,110789,2020-04-01
0,0,21,2020-03-31
12,19,18467,2020-04-09
147,175,5083,2020-04-06
1261,3734,1099536,2020-03-25
3698,10107,3553024,2020-03-24
21,26,19171,2020-03-25
1,3,12599,2020-03-20
56,91,270183,2020-03-23
263,676,19426,2020-03-25
33,60,1695,2020-03-24
271,867,31429,2020-03-12
39671,37639,327810,2020-03-14
3756,3910,196103,2020-03-23
837,3313,5075880,2020-03-23
4476,9993,2787683,2020-03-23
1239,3987,8291,2020-03-24
65,115,270183,2020-03-29
4799,11603,324914,2020-03-29
578,1142,269359,2020-03-22
8750,34724,2582754,2020-03-24
523,2035,2088,2020-03-22
24,22,155575,2020-03-24
21105,27617,44904,2020-03-21
5033,15727,7957421,2020-03-29
12,339,310706,2020-03-25
9775,47476,807641,2020-03-30
32,48,4302,2020-03-13
389,3253,358402,2020-03-25
7488,40791,1046507,2020-03-29
1,2,598,2020-03-01
0,2,744,2020-03-23
125,103,10456,2020-03-25
2466,4262,247052,2020-04-11
24971,33400,4878,2020-03-18
104,141,650223,2020-03-06
197,1960,250533,2020-03-30
509,1089,214445,2020-03-26
6339,67989,1213079,2020-03-18
39,27,166326,2020-03-23
177,423,102577,2020-03-24
124,108,289,2020-03-16
343,872,214445,2020-03-29
28,74,345836,2020-03-26
9375,45929,1313692,2020-03-21
32,68,270183,2020-03-23
492,2239,7168662,2020-03-23
16,44,151651,2020-03-17
14535,88470,2117315,2020-03-25
765,1177,386373,2020-03-07
87,136,270183,2020-03-22
127,857,227477,2020-03-16
6,4,11,2020-03-26
71,215,18254,2020-03-29
5,11,205,2020-03-30
42,98,4785,2020-03-20
0,0,195,2020-03-23
190,433,6760,2020-03-28
9,19,624,2020-03-18
18602,46548,24866,2020-03-28
146,839,1349736,2020-03-23
1031,1540,386373,2020-03-08
27,308,58289,2020-03-11
32,61,3052,2020-03-30
283,585,270183,2020-03-26
340,1173,61311,2020-03-31
11,21,56111,2020-03-12
1621,4535,1461163,2020-03-31
99,365,708551,2020-03-26
350,805,311406,2020-03-27
122,295,14855,2020-03-27
141,142,650223,2020-03-09
3,3,407,2020-03-30
2,8,1000,2020-04-01
898,2267,2787683,2020-03-23
6,60,58289,2020-03-06
2270,2929,1873538,2020-03-12
2167,8164,1396600,2020-03-15
7,13,2226,2020-03-22
1287,2083,6525,2020-03-18
3875,9899,4181120,2020-03-18
637,607,3532001,2020-03-16
5910,22910,282707,2020-03-17
958,7052,2794,2020-03-13
404,2499,884252,2020-03-12
287,1175,1304909,2020-03-23
439,932,725331,2020-03-23
1260,2170,276936,2020-03-21
9,4,3235,2020-03-21
1127,2478,37618,2020-03-21
319,533,106060,2020-03-15
0,0,662,2020-03-19
32,371,5735,2020-03-24
131,984,5678721,2020-03-25
686,883,208148,2020-03-09
3172,6727,955108,2020-03-12
1283,1326,46477,2020-03-21
7,39,6525,2020-03-19
126,377,205195,2020-03-17
485,784,757308,2020-03-22
409,443,1711477,2020-03-17
1,4,1192,2020-03-15
904,623,4500,2020-03-24
2440,2561,592399,2020-03-27
11,28,888,2020-03-18
1,1,2745,2020-03-21
67,3065,509784,2020-03-30
0,0,678,2020-03-18
698,1602,107299,2020-03-24
8276,4545,1371664,2020-03-27
23,45,16176,2020-03-22
0,0,15,2020-03-20
0,1,141,2020-03-20
0,33,3250243,2020-03-19
8872,12889,131055,2020-03-13
225,603,271965,2020-03-22
0,0,36,2020-03-22
696,1444,1281920,2020-03-18
357,909,67507,2020-03-18
741,4660,134181,2020-03-09
122,253,214445,2020-03-18
9736,42692,5234623,2020-03-22
239,493,214445,2020-03-22
967,1554,287809,2020-03-22
3292,2793,28806,2020-03-20
0,0,671,2020-03-16
317,9462,1447859,2020-03-09
1,12,10105,2020-03-23
3176,5493,235725,2020-03-18
5,61,135319,2020-03-25
169,333,214445,2020-03-17
1415,2820,214445,2020-03-22
1,10,111,2020-03-23
33,62,143484,2020-03-20
141,711,5678721,2020-03-30
291,546,836372,2020-03-13
6,12,93413,2020-03-20
0,1,1425,2020-03-23
140,498,39161,2020-03-21
1221,961,14230,2020-03-22
879,3210,143872,2020-03-22
44,144,25781,2020-03-24
304,743,206051,2020-03-18
262,214,15528,2020-03-27
166,495,2028,2020-03-21
442,802,22681,2020-03-14
32,36,86722,2020-03-24
2171,3522,1493279,2020-03-26
83,161,4396,2020-03-18
2,6,73,2020-03-23
0,0,2,2020-03-25
2,3,284,2020-03-24
1,4,2705,2020-03-22
3,5,1528,2020-03-14
39,125,60873,2020-03-26
9951,5895,1371664,2020-03-27
2,6,3243,2020-03-21
181,528,205195,2020-03-19
156,452,926739,2020-03-21
3017,17583,1015224,2020-03-17
6312,9228,1493279,2020-03-23
11,8,22713,2020-03-25
1734,4373,11609,2020-03-13
18,17,1116,2020-03-12
42,73,403384,2020-03-20
3,1,3510,2020-03-14
86,406,39161,2020-03-16
2168,3970,388236,2020-03-17
2,20,1252,2020-03-12
930,4298,598566,2020-03-13
458,295,1493279,2020-03-05
99,98,28181,2020-03-16
491,3466,586416,2020-03-12
475,1776,845362,2020-03-17
1661,1195,10396,2020-03-16
90,60,102003,2020-03-12
27,56,2374,2020-03-06
0,1,1,2020-03-13
399,1033,39161,2020-03-18
3005,4877,136018,2020-03-09
109,528,424093,2020-03-15
0,89,1102,2020-03-11
8246,14738,17513,2020-03-18
184,168,11396,2020-03-17
50,39,12333,2020-03-14
1,2,530,2020-03-16
797,2811,12450,2020-03-20
90,134,55383,2020-03-15
39,37,8508,2020-03-14
19,49,71542,2020-03-15
2176,4665,1218976,2020-03-12
3139,10606,1523394,2020-03-12
204672,1012802,16499589,2020-03-12
32,77,79198,2020-03-18
0,0,716,2020-03-16
31653,180611,92181391,2020-03-13
658,4741,884252,2020-03-15
591,703,313397,2020-03-12
556,879,7498,2020-03-15
66815,135177,28034,2020-03-21
8,13,28976,2020-03-19
222,338,3532001,2020-03-16
390,1424,5151,2020-03-17
768,967,6426,2020-03-14
2884,1081,662530,2020-03-17
62,56,4070,2020-03-20
4179,6936,6426,2020-03-14
42,77,211415,2020-03-17
0,16,174,2020-03-16
23,56,667,2020-03-21
4456,30747,754931,2020-03-15
1530,3516,119803,2020-03-20
112,192,214445,2020-03-18
101,555,47098,2020-03-15
257,494,10196,2020-03-15
368,720,46375,2020-03-16
81,76,2013515,2020-03-22
112,117,161127,2020-03-19
28329,108819,12454,2020-03-17
120,187,1225,2020-03-19
33,40,9857,2020-03-20
3006,31388,2794,2020-03-13
311,357,270183,2020-03-15
13523,55553,54374,2020-03-13
236,397,503953,2020-03-22
50,38,91943,2020-03-16
6,42,55703,2020-03-16
12775,6983,3532001,2020-03-16
237,336,3532001,2020-03-17
148,181,6181,2020-03-17
90,115,19425,2020-03-18
76,108,72476,2020-03-16
11368,18271,955108,2020-03-13
81,75,4027,2020-03-03
80,245,4195861,2020-03-20
0,0,725,2020-03-16
54,36,111383,2020-03-18
3859,2315,68636,2020-03-16
203,456,9114274,2020-03-17
21,31,10143,2020-03-16
0,0,115,2020-03-17
31,42,1256709,2020-03-04
3866,5957,1493279,2020-03-22
253,354,517063,2020-03-19
112,318,1908389,2020-03-05
1,0,9756,2020-03-11
125,95,13432,2020-03-09
128,87,11051,2020-03-12
280,190,81364,2020-03-10
21,10,17813,2020-03-12
20,11,5653,2020-03-07
322,1128,4207244,2020-03-08
1350,1955,156112,2020-03-09
172,82,33221,2020-03-09
385,481,3532001,2020-03-11
9314,23218,93363,2020-03-10
1622,2327,118970,2020-03-10
42,38,72476,2020-03-02
3280,3452,1493279,2020-03-11
13,20,24453,2020-03-07
1674,4997,19266,2020-03-15
3,6,1940,2020-03-11
58,48,32110,2020-03-10
93,859,10328074,2020-03-04
1,1,58,2020-03-04
2986,11694,3248597,2020-03-04
18965,44424,598566,2020-03-13
2085,1896,86323,2020-03-10
3,17,4293,2020-03-16
729,1759,136018,2020-03-10
52,65,270183,2020-03-02
546,7404,885662,2020-03-04
93,1587,21997,2020-03-09
29,35,6577,2020-03-07
1119,4137,32855,2020-03-16
61,35,18512,2020-03-05
426,945,822953,2020-03-10
1020,1715,2582754,2020-03-13
6,13,1247,2020-03-10
21,33,13432,2020-03-12
99,67,91943,2020-03-14
1562,3458,932914,2020-05-13
101,90,79184,2020-03-10
1876,3990,38114,2020-03-10
303,559,6158,2020-03-13
221,709,3250243,2020-03-14
0,0,176,2020-03-15
53,254,17306,2020-03-15
13527,28527,26633,2020-03-12
286,549,262256,2020-03-15
10,12,13432,2020-03-15
986,3489,750030,2020-03-15
38,115,13843,2020-03-16
14,18,257,2020-03-16
3,5,57330,2020-04-02
91,85,7157,2020-03-14
2,1,30409,2020-03-12
1823,10082,955108,2020-03-15
96,232,115021,2020-04-29
5,20,656,2020-03-31
10,17,25836,2020-03-03
142,275,28547,2020-04-08
20,75,166315,2020-04-28
79,72,3527,2020-03-02
29,19,210,2020-04-02
19,68,5927,2020-04-04
1,0,351,2020-04-02
30,17,22,2020-03-30
1161,1961,723,2020-03-08
2816,7272,3248597,2020-03-03
82,58,35006,2020-03-12
4,4,5980,2020-03-10
158,685,1708792,2020-03-10
164,2189,2292896,2020-03-05
18,14,4670,2020-03-09
1,3,118,2020-03-11
259,918,4207244,2020-03-05
163,201,4244,2020-03-10
3,2,233,2020-03-04
787,829,667541,2020-03-09
8933,13647,27656,2020-03-09
91,472,93363,2020-03-10
2,4,1212,2020-03-10
48,68,25848,2020-03-02
29,38,355369,2020-03-12
0,0,23,2020-03-13
5605,11003,549450,2020-03-11
237,1389,2210196,2020-03-09
41,77,1252584,2020-03-07
973,2022,372,2020-04-30
32,144,1114,2020-03-18
811,2953,1313692,2020-03-12
12118,29002,1266741,2020-03-03
407,429,521960,2020-03-16
5385,18010,558754,2020-05-12
32,53,11482,2020-03-20
32,40,1541,2020-04-27
537,578,521960,2020-03-11
90,150,38066,2020-03-03
18,51,2686,2020-04-07
156,529,12174,2020-05-17
13663,38857,2396991,2020-03-28
9,48,68649,2020-03-10
251,779,232564,2020-03-14
2764,9590,11234224,2020-03-26
2018,5272,61769,2020-03-05
65,138,350,2020-03-18
6457,13054,287342,2020-05-02
5512,5380,251568,2020-03-16
2298,6999,122,2020-03-12
606,0,790,2020-03-08
539,0,193,2020-03-07
0,0,125,2020-04-08
432,0,975,2020-03-07
1,1,699,2020-03-04
5543,0,335,2020-03-10
0,0,14,2020-03-28
23,0,1363,2020-03-24
36,0,289,2020-03-14
173,0,74,2020-03-03
3,0,524,2020-03-03
408,0,255,2020-03-14
132,0,2713,2020-04-08
44602,0,342,2020-03-04
0,0,164,2020-03-01
0,1,43,2020-03-04
44,0,320,2020-03-07
12040,0,459,2020-03-08
8917,0,323,2020-03-04
0,5,862,2020-04-08
0,1,1059,2020-04-25
11,0,61,2020-03-24
0,0,6,2020-04-10
10925,0,1292,2020-03-29
1074,0,60,2020-03-08
0,1,281,2020-03-08
2,0,2483,2020-03-07
79,0,498,2020-04-23
122,0,1915,2020-04-01
711,0,76,2020-03-03
246,0,343,2020-04-07
34376,0,538,2020-03-01
1,5,612,2020-04-24
12653,0,207,2020-03-05
12453,0,693,2020-03-01
50,0,990,2020-04-30
0,0,9682,2020-04-24
1062,0,45,2020-03-19
0,0,495,2020-03-31
2,0,983,2020-03-14
447,0,462,2020-03-01
0,0,828,2020-03-11
297,0,267,2020-03-05
0,0,128,2020-03-07
12694,0,786,2020-03-04
2,0,5727,2020-03-01
1,16,375,2020-03-01
5,22,13997,2020-04-08
4030,0,115,2020-03-08
709,0,5121,2020-03-08
1207,0,127,2020-04-11
66648,0,428,2020-03-10
1,0,1027,2020-03-04
32,0,1098,2020-03-24
30,46,19646,2020-03-01
0,0,1405,2020-03-28
0,0,56,2020-03-28
7862,0,2203,2020-04-07
29,0,217,2020-03-01
0,0,1056,2020-03-04
12049,0,1066,2020-04-19
31,0,293,2020-03-01
418,0,642,2020-03-10
0,0,26,2020-04-23
88,0,1179,2020-03-03
0,0,150,2020-03-31
1514,0,1931,2020-03-01
33,0,849,2020-03-08
97,0,1565,2020-03-01
2359,0,207,2020-04-19
0,0,7400,2020-03-08
20334,0,460,2020-03-31
1869,0,222,2020-03-07
1,3,9799,2020-03-04
2287,0,1049,2020-04-23
123,0,24059,2020-03-18
8,0,30,2020-03-07
1480,0,306,2020-03-11
73,0,120,2020-04-25
0,0,150,2020-03-07
9,69,696,2020-03-08
0,0,4,2020-04-28
912,0,9,2020-04-22
6,0,5476,2020-03-01
0,0,142,2020-03-11
74,0,3836,2020-03-03
0,0,4681,2020-04-23
16,15,13933,2020-03-01
8889,0,296,2020-03-05
1294,0,95,2020-03-27
0,2,67,2020-03-03
0,0,1592,2020-04-30
4,0,313,2020-03-04
147,0,22,2020-03-10
229,0,79,2020-03-08
6,0,5151,2020-03-24
0,0,218,2020-03-14
0,0,75,2020-03-27
0,0,1,2020-03-03
0,0,269,2020-03-29
0,1,948,2020-03-13
4,0,10653,2020-04-19
4,16,10731,2020-03-27
330,0,4069,2020-03-04
56,0,10444,2020-04-23
0,5,851,2020-03-13
1480,0,540,2020-03-31
160,0,5117,2020-04-08
0,0,99,2020-03-16
2079,0,362,2020-03-04
51,0,2154,2020-03-10
42,0,24625,2020-03-22
0,0,34,2020-03-14
9,0,444,2020-03-08
1,5,23901,2020-03-26
920,0,296,2020-03-14
0,3,1364,2020-03-03
12,0,4075,2020-03-24
5,30,13110,2020-03-25
0,0,15,2020-03-12
0,0,582,2020-04-08
233,0,233,2020-03-20
44,0,18,2020-03-23
94,0,1120,2020-03-11
0,0,8770,2020-03-04
4,160,1137,2020-03-10
0,0,2869,2020-03-04
0,0,597,2020-03-08
163,0,2744,2020-03-29
61,0,4832,2020-03-04
343,0,57,2020-03-03
2,0,304,2020-03-03
0,0,477,2020-03-27
7661,0,963,2020-03-08
0,0,350,2020-03-05
0,0,5125,2020-04-22
69,0,2457,2020-04-11
65,0,963,2020-03-08
9032,0,250,2020-04-24
0,1,2413,2020-03-01
0,0,117,2020-03-08
4,2,4013,2020-03-04
0,1,1173,2020-03-16
75,0,3072,2020-03-14
7,0,326,2020-03-24
1434,0,2490,2020-04-10
418,0,363,2020-03-05
33,0,322,2020-03-19
42,0,419,2020-03-31
1,0,15,2020-03-01
0,1,257,2020-04-30
0,0,203,2020-03-07
3931,0,1051,2020-04-07
3,0,2711,2020-03-31
6521,0,1052,2020-03-10
9772,0,39,2020-03-07
1,6,33,2020-04-23
3,16,76429,2020-03-01
132,0,129,2020-04-22
221,0,151,2020-03-08
43,0,397,2020-03-11
290,0,4749,2020-04-23
1,16,11151,2020-03-04
0,0,236,2020-03-13
0,0,3921,2020-03-17
3,4,12829,2020-03-12
1683,0,124,2020-03-10
0,0,4192,2020-03-09
19,0,352,2020-03-08
90,0,5597,2020-03-04
1,0,43,2020-03-01
0,0,172,2020-03-01
0,1,1070,2020-03-03
19551,0,61,2020-04-10
0,3,4852,2020-03-19
26,0,30,2020-04-24
104,0,20497,2020-03-01
104,0,215,2020-04-23
0,0,4479,2020-03-01
1401,0,98,2020-03-27
48,0,64,2020-03-09
225,0,1076,2020-03-08
389,0,1178,2020-03-01
658,0,384,2020-03-27
0,1,1391,2020-03-14
3,0,182,2020-03-05
2,0,282,2020-03-04
1412,0,23,2020-04-01
572,0,64,2020-03-05
1,0,3293,2020-03-01
348,0,1597,2020-03-25
0,0,124,2020-03-05
1,0,372,2020-04-30
21,0,40,2020-04-23
211,0,1404,2020-03-07
0,0,3855,2020-03-03
0,0,57,2020-04-25
1802,0,218,2020-03-14
599,0,272,2020-03-24
0,0,92,2020-03-07
1203,0,645,2020-03-03
1452,0,449,2020-03-01
127,0,1318,2020-03-03
0,0,162,2020-04-29
0,1,2105,2020-03-03
0,1,11007,2020-04-30
484,0,242,2020-03-24
11084,0,650,2020-03-16
6998,0,1492,2020-03-10
730,0,72,2020-03-19
0,0,12,2020-03-01
36,0,1044,2020-03-08
8,0,597,2020-03-08
7,0,810,2020-04-30
124,845,322077,2020-03-03
0,2,642,2020-03-29
69,0,398,2020-03-10
0,0,613,2020-03-01
25,0,294,2020-04-07
69,0,1313,2020-03-11
2169,0,241,2020-04-29
0,0,94,2020-03-01
27,0,10450,2020-03-04
0,13,209,2020-03-03
0,0,31,2020-03-04
0,0,591,2020-03-03
1,0,7,2020-04-11
0,0,449,2020-03-23
0,1,74,2020-03-11
0,0,2076,2020-03-24
0,6,390,2020-04-30
0,1,5,2020-03-28
7,0,3139,2020-03-04
15,0,1265,2020-03-14
109,0,497,2020-04-24
0,2,330,2020-03-24
155,0,56,2020-03-07
86,0,37,2020-03-01
3,0,1300,2020-03-08
0,0,2787,2020-03-19
0,3,609,2020-03-04
5,0,25647,2020-03-11
1,1,3567,2020-03-19
0,1,729,2020-03-08
0,1,461,2020-03-03
4,0,1169,2020-03-04
32,0,334,2020-03-04
0,1,1826,2020-03-03
1,6,28564,2020-03-04
1382,0,1527,2020-03-19
0,0,636,2020-03-03
1,4,24837,2020-03-20
0,0,40,2020-03-08
3,0,490,2020-03-08
0,0,59,2020-03-03
0,0,630,2020-03-03
250,0,1146,2020-03-03
1360,0,107,2020-03-03
2,9,424,2020-03-14
1841,0,118,2020-03-07
12,0,1290,2020-04-23
138,0,9,2020-03-27
1066,0,1223,2020-03-08
146,0,4941,2020-04-29
838,0,916,2020-04-08
221,0,199,2020-04-28
2262,0,349,2020-03-05
0,0,512,2020-03-03
1384,0,117813,2020-04-04
0,2,35,2020-03-14
0,1,801,2020-03-08
0,7,14354,2020-03-07
1,1,219,2020-03-03
2558,0,275,2020-03-15
0,0,707,2020-04-23
0,0,6352,2020-03-04
1,4,4350,2020-03-09
23,0,756,2020-03-18
607,0,49,2020-03-24
0,0,1,2020-03-03
2,0,3289,2020-03-31
1,2,102,2020-04-30
5088,0,49,2020-03-10
364,0,1724,2020-04-10
1230,0,341,2020-03-08
899,0,10,2020-04-30
0,1,33,2020-03-01
67,0,871,2020-03-24
1,0,356,2020-04-30
1250,0,78,2020-04-24
55,0,529,2020-03-28
341,0,17,2020-04-07
54,0,395,2020-03-04
46,0,86,2020-04-15
14,0,13,2020-03-10
13,0,2308,2020-03-27
1,2,1064,2020-03-07
0,0,325,2020-04-18
1,0,544,2020-03-19
47,0,2180,2020-03-04
654,0,8446,2020-03-04
47,231,20778,2020-03-19
164,0,40,2020-03-23
0,0,12,2020-03-04
503,0,4667,2020-03-10
27,0,213,2020-03-11
12,0,78,2020-03-01
0,0,252,2020-03-07
1,0,50,2020-03-31
109,0,29,2020-04-30
3,0,2887,2020-03-01
3,3,19518,2020-03-03
1,2,30,2020-03-16
0,0,5178,2020-03-01
0,0,1639,2020-03-01
0,0,4,2020-03-04
0,0,621,2020-03-04
11,0,965,2020-03-03
0,1,25653,2020-03-01
2,0,52,2020-03-16
31,0,567,2020-04-28
168,0,1833,2020-03-05
4,0,2313,2020-03-08
0,1,1585,2020-03-24
655,0,274,2020-03-08
0,0,191,2020-03-03
73,0,2536,2020-03-04
13822,0,554,2020-03-10
11,0,205,2020-04-30
0,1,7462,2020-04-25
86,0,2697,2020-04-22
0,2,537,2020-04-15
0,0,1,2020-03-27
7,0,2260,2020-03-08
260,0,354,2020-03-01
0,0,349,2020-03-14
0,0,853,2020-03-11
0,0,34,2020-04-30
87,0,4085,2020-04-30
0,3,34364,2020-03-07
742,0,493,2020-03-11
2,0,516,2020-04-24
299,0,214,2020-03-16
10,0,47,2020-03-31
0,0,8,2020-03-18
0,1,179,2020-03-19
4412,0,28,2020-04-25
87,0,2889,2020-03-01
7,14,64852,2020-04-30
0,14,505,2020-03-15
0,0,1006,2020-04-30
726,0,9756,2020-03-05
0,1,63,2020-03-29
1,0,39,2020-03-27
0,0,1405,2020-03-03
20,0,6325,2020-03-04
0,0,1504,2020-03-22
3,0,2002,2020-04-07
40,0,362,2020-03-31
26,0,18506,2020-03-03
23,0,0,2020-04-29
10,0,1283,2020-03-04
79,0,3011,2020-03-31
63,0,674,2020-04-25
3001,0,781,2020-03-25
1951,0,489,2020-03-24
71,0,52,2020-03-11
0,0,1293,2020-03-10
2,6,2179,2020-03-28
0,0,0,2020-03-08
48,0,394,2020-03-01
3,0,10408,2020-04-30
31,0,57,2020-04-23
0,0,222,2020-03-20
0,0,1226,2020-04-19
14,0,322,2020-03-10
0,0,27,2020-03-01
0,0,13530,2020-03-01
5,0,162,2020-03-04
1,3,199,2020-03-11
1001,0,1490,2020-04-07
2,0,3092,2020-04-01
0,0,0,2020-04-30
0,1,2099,2020-03-07
3,18,11459,2020-03-03
4513,0,391,2020-03-17
300,0,4313,2020-03-26
49,0,3433,2020-03-01
0,0,45,2020-03-03
0,1,1577,2020-03-05
0,0,2670,2020-03-22
1,1,809,2020-03-01
37,0,118,2020-03-31
2,9,247,2020-03-03
1,2,827,2020-04-29
0,0,416,2020-03-14
0,0,363,2020-03-01
5,0,1081,2020-03-07
0,0,1178,2020-03-14
1989,0,7749,2020-04-04
28,0,1119,2020-04-23
3,0,149991,2020-04-15
0,1,268,2020-03-07
0,1,985,2020-03-12
1951,0,170,2020-03-11
0,14,470,2020-03-10
0,0,1019,2020-03-05
3,0,11263,2020-03-04
0,1,24757,2020-04-08
146,0,3,2020-04-30
0,1,60,2020-04-30
0,0,212,2020-04-29
1091,0,10,2020-03-26
3,9,1221,2020-04-18
0,0,3591,2020-03-01
1,4,6212,2020-03-07
0,0,1,2020-04-30
0,0,27,2020-03-03
763,0,56,2020-03-20
55,0,2817,2020-03-09
1790,0,512,2020-03-16
0,0,475,2020-03-14
31,0,21,2020-03-11
0,0,1029,2020-04-28
0,0,775,2020-03-07
131,0,2986,2020-03-19
0,0,1779,2020-04-25
38,0,14164,2020-03-03
0,0,1496,2020-03-27
0,0,2,2020-04-11
120,0,206,2020-04-30
0,0,683,2020-04-19
0,2,6481,2020-03-03
184,0,444,2020-03-12
0,0,1309,2020-03-01
7,0,570,2020-03-03
38,0,5,2020-03-17
0,2,1563,2020-03-29
135,0,360,2020-03-03
112790,0,11,2020-03-08
0,0,59,2020-03-01
48,0,418,2020-03-08
61,0,116,2020-03-04
1052,0,125,2020-04-28
0,0,5433,2020-03-03
3,7,11471,2020-04-07
1169,0,57,2020-04-30
1,0,547,2020-04-30
0,0,61,2020-03-03
0,4,4326,2020-03-04
0,0,51,2020-04-25
147,0,174,2020-03-31
59,0,783,2020-03-04
2,5,1433,2020-03-26
173,0,233,2020-03-07
36,0,29,2020-03-23
630,0,179,2020-03-03
0,0,1012,2020-03-18
575,0,757,2020-03-07
41,0,146,2020-03-14
299,0,1132,2020-03-07
6,0,4715,2020-03-01
22,0,142,2020-03-10
0,0,316,2020-03-14
2,1,2185,2020-03-01
2,30,4507,2020-03-16
0,1,326,2020-03-10
10,46,2815,2020-03-12
10,0,63,2020-03-04
9,0,1772,2020-03-09
32,0,544,2020-03-03
1,2,23,2020-04-15
0,0,1328,2020-04-23
377,0,26583,2020-03-04
