date,replies_count,retweets_count,likes_count
2020-04-11,44,142,279
2020-04-11,48,343,490
2020-04-11,98,460,1596
2020-04-10,76,232,325
2020-04-10,112,652,1408
2020-04-10,32,275,450
2020-04-10,29,213,302
2020-04-10,51,357,557
2020-04-10,65,1045,1380
2020-04-10,30,141,227
2020-04-10,26,256,300
2020-04-10,33,128,273
2020-04-09,72,159,302
2020-04-09,153,1886,2190
2020-04-09,48,394,525
2020-04-09,46,533,537
2020-04-09,22,340,429
2020-04-09,36,243,592
2020-04-08,63,107,171
2020-04-08,146,224,494
2020-04-08,95,396,548
2020-04-08,28,176,272
2020-04-08,27,154,208
2020-04-08,118,944,1512
2020-04-08,33,474,736
2020-04-07,51,443,503
2020-04-07,113,1603,2478
2020-04-07,51,554,801
2020-04-07,155,1431,1698
2020-04-07,38,451,599
2020-04-07,72,494,1188
2020-04-06,46,466,724
2020-04-06,26,349,433
2020-04-06,106,1274,1571
2020-04-06,25,288,484
2020-04-06,18,222,251
2020-04-06,59,423,862
2020-04-06,143,738,1091
2020-04-05,52,506,598
2020-04-05,324,2196,2949
2020-04-05,44,598,603
2020-04-04,203,841,1832
2020-04-04,57,478,626
2020-04-04,44,185,342
2020-04-04,39,316,486
2020-04-04,2792,13764,22268
2020-04-04,74,387,591
2020-04-03,75,753,1151
2020-04-03,46,510,754
2020-04-03,44,481,765
2020-04-03,49,605,605
2020-04-03,96,694,1129
2020-04-03,292,3737,3985
2020-04-03,66,378,621
2020-04-03,26,203,325
2020-04-03,16,133,323
2020-04-03,16,131,262
2020-04-03,99,1307,1606
2020-04-02,57,290,423
2020-04-02,13,122,174
2020-04-02,50,699,909
2020-04-02,23,84,141
2020-04-02,82,809,908
2020-04-01,36,157,260
2020-04-01,266,1130,2656
2020-04-01,548,897,1206
2020-04-01,9,114,132
2020-04-01,13,156,212
2020-04-01,47,353,468
2020-04-01,8,101,180
2020-04-01,32,312,389
2020-03-31,91,677,1001
2020-03-31,24,156,242
2020-03-31,52,329,445
2020-03-30,106,720,1067
2020-03-30,12,55,74
2020-03-30,10,84,109
2020-03-30,35,270,349
2020-03-30,26,292,371
2020-03-29,118,1066,1193
2020-03-29,54,553,738
2020-03-29,41,344,590
2020-03-29,251,1564,2199
2020-03-28,164,524,1161
2020-03-28,96,1016,1481
2020-03-28,34,351,483
2020-03-28,41,265,444
2020-03-28,92,732,943
2020-03-28,63,544,689
2020-03-27,56,466,710
2020-03-27,51,616,958
2020-03-27,39,338,552
2020-03-27,17,82,140
2020-03-26,45,161,242
2020-03-26,58,807,1156
2020-03-26,193,912,1471
2020-03-26,102,628,1933
2020-03-26,37,245,334
2020-03-25,597,928,1255
2020-03-25,81,1686,2074
2020-03-25,21,315,441
2020-03-25,53,441,533
2020-03-25,11,110,182
2020-03-24,56,334,415
2020-03-24,22,108,174
2020-03-24,39,571,741
2020-03-24,37,193,283
2020-03-23,92,662,784
2020-03-23,34,145,215
2020-03-23,52,598,713
2020-03-23,150,1063,1824
2020-03-23,28,268,416
2020-03-23,172,1203,1576
2020-03-22,157,1587,1954
2020-03-21,165,1656,2166
2020-03-21,70,483,757
2020-03-21,64,989,1186
2020-03-21,76,784,1182
2020-03-21,568,3529,4335
2020-03-20,62,444,609
2020-03-20,267,4719,6904
2020-03-20,62,606,692
2020-03-20,197,1072,1812
2020-03-19,733,7641,12698
2020-03-18,143,749,1040
2020-03-18,223,849,1048
2020-03-18,206,1994,2658
2020-03-17,892,7232,16464
2020-03-17,159,664,1060
2020-03-17,183,2053,2578
2020-03-17,48,199,307
2020-03-16,106,713,1209
2020-03-16,1002,9287,12307
2020-03-15,241,586,1045
2020-03-14,239,1002,1521
2020-03-14,148,856,1267
2020-03-14,238,2561,4139
2020-03-14,120,1326,1855
2020-03-13,131,501,815
2020-03-13,81,346,656
2020-03-13,70,776,1014
2020-03-13,27,122,197
2020-03-13,23,131,232
2020-03-13,32,153,222
2020-03-13,29,173,235
2020-03-13,39,169,223
2020-03-13,41,137,204
2020-03-13,33,155,277
2020-03-13,186,627,834
2020-03-13,20,148,218
2020-03-12,130,1129,1577
2020-03-12,77,749,1067
2020-03-12,119,849,1378
2020-03-12,91,613,836
2020-03-12,182,295,419
2020-03-12,42,142,244
2020-03-11,173,1847,5676
2020-03-11,569,4681,10013
2020-03-11,262,1888,5410
2020-03-11,95,732,872
2020-03-11,288,859,935
2020-03-10,37,720,638
2020-03-10,38,467,596
2020-03-10,311,1632,2282
2020-03-09,1456,2114,3279
2020-03-09,143,1527,1793
2020-03-09,72,474,554
2020-03-09,126,1216,1402
2020-03-09,97,294,467
2020-03-09,58,275,349
2020-03-09,45,188,255
2020-03-09,41,239,287
2020-03-09,59,574,711
2020-03-09,71,570,811
2020-03-08,172,1284,1550
2020-03-08,38,295,381
2020-03-08,45,447,506
2020-03-08,60,598,895
2020-03-08,66,536,690
2020-03-07,79,478,633
2020-03-07,109,1050,1196
2020-03-07,183,1149,1411
2020-03-06,256,923,1084
2020-03-06,48,493,637
2020-03-05,15,193,274
2020-03-05,23,247,315
2020-03-05,118,532,643
2020-03-05,126,1100,1422
2020-03-05,108,900,1064
2020-03-05,94,766,829
2020-03-05,29,226,294
2020-03-04,187,618,960
2020-03-04,15,93,338
2020-03-04,597,1138,1548
2020-03-03,43,146,196
2020-03-03,73,190,293
2020-03-03,216,1001,1382
2020-03-03,386,190,226
2020-03-03,50,235,385
2020-03-03,24,195,259
2020-03-03,51,1132,1198
2020-03-03,105,218,287
2020-03-03,52,343,395
2020-03-02,206,710,818
2020-03-01,181,1724,1774
2020-05-24,1,10,12
2020-05-24,1,21,44
2020-05-23,1,33,47
2020-05-22,0,10,15
2020-05-21,0,12,26
2020-05-21,0,12,14
2020-05-21,0,16,48
2020-05-20,1,4,12
2020-05-20,0,12,15
2020-05-19,0,4,9
2020-05-18,0,16,33
2020-05-18,0,23,21
2020-05-18,4,19,42
2020-05-18,0,11,11
2020-05-16,7,50,83
2020-05-16,0,3,16
2020-05-15,1,25,35
2020-05-15,0,11,17
2020-05-14,2,24,46
2020-05-14,0,9,15
2020-05-13,0,6,8
2020-05-12,0,20,28
2020-05-12,2,38,55
2020-05-11,0,9,9
2020-05-11,1,5,14
2020-05-08,1,2,6
2020-05-08,0,5,5
2020-05-07,0,10,8
2020-05-07,0,4,2
2020-05-07,0,12,16
2020-05-06,0,11,24
2020-05-06,1,6,17
2020-05-05,0,6,4
2020-05-04,1,13,18
2020-05-04,0,6,6
2020-05-04,2,35,49
2020-05-04,0,18,25
2020-05-04,0,5,21
2020-05-03,4,31,57
2020-05-03,0,16,23
2020-05-03,1,6,16
2020-05-02,0,7,30
2020-05-02,3,13,23
2020-05-01,0,14,15
2020-05-01,0,14,29
2020-05-01,0,20,25
2020-05-01,1,11,16
2020-04-30,1,4,12
2020-04-30,0,22,18
2020-04-30,6,48,79
2020-04-29,0,10,29
2020-04-29,0,27,38
2020-04-29,0,4,3
2020-04-28,0,24,39
2020-04-28,3,8,23
2020-04-27,0,11,16
2020-04-27,1,13,13
2020-04-27,0,10,25
2020-04-27,0,11,19
2020-04-27,1,23,27
2020-04-26,0,11,12
2020-04-26,0,39,57
2020-04-25,1,28,42
2020-04-25,0,10,15
2020-04-24,1,15,31
2020-04-24,1,24,37
2020-04-24,0,7,8
2020-04-23,4,65,80
2020-04-23,0,4,8
2020-04-23,3,43,46
2020-04-23,0,7,8
2020-04-23,1,11,28
2020-04-22,2,4,14
2020-04-22,2,27,39
2020-04-22,0,18,20
2020-04-21,0,11,16
2020-04-21,0,15,25
2020-04-21,2,10,9
2020-04-21,0,13,24
2020-04-20,1,13,15
2020-04-20,1,19,24
2020-04-20,0,7,15
2020-04-19,0,39,59
2020-04-19,1,21,30
2020-04-18,2,30,57
2020-04-17,0,25,33
2020-04-17,0,18,25
2020-04-17,2,12,39
2020-04-16,2,9,12
2020-04-16,0,11,22
2020-04-15,5,16,22
2020-04-15,1,13,19
2020-04-15,1,68,125
2020-04-15,0,6,4
2020-04-14,3,53,66
2020-04-14,2,37,70
2020-04-14,0,28,38
2020-04-14,1,30,40
2020-04-13,0,29,51
2020-04-13,0,8,30
2020-04-11,1,48,55
2020-04-10,1,53,64
2020-04-10,1,17,31
2020-04-10,2,23,39
2020-04-10,0,18,17
2020-04-09,6,43,69
2020-04-09,1,29,34
2020-04-09,3,69,113
2020-04-09,0,9,9
2020-04-08,2,8,13
2020-04-08,0,24,27
2020-04-08,1,19,8
2020-04-08,1,44,46
2020-04-08,0,10,14
2020-04-07,1,19,27
2020-04-07,3,41,59
2020-04-07,2,13,25
2020-04-07,1,12,10
2020-04-06,4,2,12
2020-04-06,2,18,17
2020-04-06,2,4,5
2020-04-05,0,15,27
2020-04-04,2,13,21
2020-04-03,2,41,70
2020-04-03,1,22,27
2020-04-03,0,4,8
2020-04-03,0,11,13
2020-04-03,3,12,15
2020-04-02,3,26,57
2020-04-02,0,16,37
2020-04-02,0,6,11
2020-04-01,2,10,20
2020-04-01,0,7,7
2020-04-01,0,13,17
2020-03-31,0,29,48
2020-03-31,1,9,12
2020-03-31,0,20,23
2020-03-30,1,14,25
2020-03-30,0,4,9
2020-03-30,3,13,20
2020-03-30,2,8,11
2020-03-30,3,23,25
2020-03-29,3,50,76
2020-03-28,4,82,109
2020-03-28,3,28,42
2020-03-27,1,16,26
2020-03-27,0,30,44
2020-03-27,2,29,40
2020-03-27,2,61,66
2020-03-26,1,9,10
2020-03-26,1,12,25
2020-03-26,24,340,540
2020-03-26,1,8,17
2020-03-25,2,8,6
2020-03-25,0,7,12
2020-03-25,2,15,19
2020-03-25,0,16,19
2020-03-24,0,8,20
2020-03-24,1,48,61
2020-03-24,2,43,81
2020-03-24,1,6,5
2020-03-23,4,26,59
2020-03-23,1,21,37
2020-03-23,1,19,35
2020-03-23,1,23,31
2020-03-22,3,36,50
2020-03-21,2,39,55
2020-03-21,1,17,33
2020-03-20,1,61,79
2020-03-20,5,39,83
2020-03-19,1,15,21
2020-03-19,1,34,40
2020-03-19,0,29,32
2020-03-18,2,10,18
2020-03-18,0,3,7
2020-03-18,0,12,10
2020-03-18,0,10,12
2020-03-17,1,25,45
2020-03-17,3,21,21
2020-03-17,0,18,11
2020-03-17,0,9,10
2020-03-17,3,28,76
2020-03-16,1,8,19
2020-03-16,3,31,34
2020-03-16,2,15,16
2020-03-16,1,20,18
2020-03-16,3,26,56
2020-03-16,0,34,38
2020-03-14,0,13,16
2020-03-13,1,24,39
2020-03-13,0,8,12
2020-03-13,4,27,30
2020-03-13,1,15,26
2020-03-12,1,12,19
2020-03-12,2,67,80
2020-03-12,4,161,198
2020-03-12,2,37,54
2020-03-11,0,17,21
2020-03-11,5,1037,1370
2020-03-11,1,32,47
2020-03-11,2,24,47
2020-03-10,0,31,29
2020-03-10,1,73,93
2020-03-09,0,17,24
2020-03-09,0,18,17
2020-03-07,3,49,56
2020-03-06,5,85,125
2020-03-06,1,18,28
2020-03-06,0,5,12
2020-03-05,1,16,33
2020-03-05,13,115,170
2020-03-05,1,17,27
2020-03-05,1,38,52
2020-03-05,1,9,23
2020-03-04,0,11,15
2020-03-04,0,8,10
2020-03-04,0,13,14
2020-03-03,0,9,9
2020-03-02,3,26,19
2020-03-02,1,26,26
2020-03-02,0,7,15
2020-05-25,0,23,29
2020-05-25,1,11,10
2020-05-24,5,65,99
2020-05-24,4,28,32
2020-05-24,0,14,20
2020-05-23,1,18,15
2020-05-23,0,8,6
2020-05-23,0,10,7
2020-05-22,0,19,21
2020-05-22,4,21,25
2020-05-22,6,27,42
2020-05-22,0,13,9
2020-05-22,1,23,41
2020-05-22,1,25,30
2020-05-22,0,18,20
2020-05-21,0,12,11
2020-05-21,0,19,23
2020-05-21,2,29,30
2020-05-21,0,19,13
2020-05-21,0,7,5
2020-05-21,0,23,27
2020-05-21,8,279,402
2020-05-21,0,6,7
2020-05-21,0,31,38
2020-05-21,0,7,7
2020-05-20,0,12,21
2020-05-20,1,14,6
2020-05-20,8,68,97
2020-05-20,1,79,132
2020-05-20,0,11,10
2020-05-20,0,14,15
2020-05-20,0,10,11
2020-05-19,0,12,9
2020-05-19,0,35,41
2020-05-19,0,7,4
2020-05-19,0,13,12
2020-05-18,0,14,11
2020-05-18,1,24,32
2020-05-18,2,7,7
2020-05-18,0,8,9
2020-05-18,0,19,25
2020-05-18,0,17,16
2020-05-18,0,16,24
2020-05-18,0,33,51
2020-05-17,1,45,71
2020-05-17,3,26,18
2020-05-16,1,24,27
2020-05-16,0,20,23
2020-05-15,1,22,16
2020-05-15,1,9,10
2020-05-15,2,13,24
2020-05-15,1,22,28
2020-05-15,1,17,33
2020-05-14,1,15,18
2020-05-14,1,15,16
2020-05-14,1,12,4
2020-05-14,0,15,18
2020-05-14,0,14,8
2020-05-14,1,16,23
2020-05-14,0,13,14
2020-05-14,0,6,4
2020-05-13,3,33,42
2020-05-13,0,33,33
2020-05-13,0,11,10
2020-05-13,0,9,6
2020-05-13,0,22,19
2020-05-13,0,10,16
2020-05-12,1,29,29
2020-05-12,0,14,12
2020-05-12,1,43,55
2020-05-12,2,23,47
2020-05-12,0,7,5
2020-05-12,0,13,12
2020-05-12,1,23,26
2020-05-12,4,140,196
2020-05-12,0,16,24
2020-05-12,2,13,8
2020-05-11,1,10,15
2020-05-11,0,18,25
2020-05-11,0,10,14
2020-05-11,0,18,25
2020-05-11,0,10,11
2020-05-11,0,20,27
2020-05-11,24,300,460
2020-05-11,0,10,22
2020-05-11,0,10,18
2020-05-10,0,15,14
2020-05-09,0,19,33
2020-05-09,0,22,28
2020-05-08,1,19,24
2020-05-08,15,76,540
2020-05-08,0,14,2
2020-05-08,0,7,8
2020-05-08,20,88,119
2020-05-08,0,10,13
2020-05-08,0,9,11
2020-05-08,0,8,7
2020-05-08,0,14,25
2020-05-08,1,16,6
2020-05-08,0,16,18
2020-05-07,0,63,97
2020-05-07,0,10,12
2020-05-07,1,15,14
2020-05-07,0,11,8
2020-05-07,2,30,38
2020-05-07,0,9,7
2020-05-07,2,189,223
2020-05-07,1,19,22
2020-05-07,0,7,7
2020-05-07,1,8,7
2020-05-07,0,9,7
2020-05-07,0,10,6
2020-05-06,1,26,31
2020-05-06,0,7,13
2020-05-06,0,9,12
2020-05-06,0,22,23
2020-05-06,1,21,18
2020-05-06,0,11,11
2020-05-06,0,34,46
2020-05-06,1,24,25
2020-05-06,1,8,15
2020-05-06,0,9,5
2020-05-06,0,10,4
2020-05-06,0,22,34
2020-05-05,0,15,14
2020-05-05,0,11,7
2020-05-05,0,8,6
2020-05-05,0,11,7
2020-05-05,8,95,157
2020-05-05,2,37,29
2020-05-05,0,9,6
2020-05-05,2,9,12
2020-05-04,9,19,22
2020-05-04,4,32,36
2020-05-04,1,23,17
2020-05-04,3,24,43
2020-05-04,0,10,8
2020-05-04,0,5,7
2020-05-04,0,17,24
2020-05-04,1,12,16
2020-05-03,1,21,49
2020-05-03,6,92,120
2020-05-02,0,10,8
2020-05-02,0,8,12
2020-05-02,0,29,37
2020-05-01,1,27,29
2020-05-01,0,8,12
2020-05-01,0,12,18
2020-05-01,0,12,17
2020-04-30,0,9,9
2020-04-30,3,38,80
2020-04-30,4,59,85
2020-04-30,0,7,7
2020-04-30,1,26,35
2020-04-30,1,15,8
2020-04-30,1,33,39
2020-04-30,0,41,47
2020-04-30,0,10,7
2020-04-30,0,12,9
2020-04-30,12,93,138
2020-04-30,0,6,2
2020-04-30,0,13,13
2020-04-30,0,6,9
2020-04-30,1,36,54
2020-04-29,2,18,23
2020-04-29,1,14,21
2020-04-29,2,35,44
2020-04-29,0,18,26
2020-04-29,1,24,31
2020-04-29,0,33,33
2020-04-29,0,21,18
2020-04-29,1,34,43
2020-04-29,0,8,10
2020-04-29,0,9,10
2020-04-28,0,6,4
2020-04-28,1,10,8
2020-04-28,0,8,10
2020-04-28,0,11,14
2020-04-28,0,16,23
2020-04-28,1,10,5
2020-04-28,0,12,18
2020-04-28,0,9,26
2020-04-28,0,15,23
2020-04-27,1,22,19
2020-04-27,0,41,47
2020-04-27,0,10,6
2020-04-27,0,12,11
2020-04-27,0,21,28
2020-04-27,0,25,44
2020-04-27,0,14,22
2020-04-27,1,24,21
2020-04-27,0,25,37
2020-04-27,3,44,60
2020-04-27,0,18,19
2020-04-26,0,15,26
2020-04-26,5,189,333
2020-04-26,1,15,24
2020-04-26,8,138,216
2020-04-25,0,10,11
2020-04-25,2,14,20
2020-04-25,0,13,20
2020-04-24,2,11,18
2020-04-24,0,13,19
2020-04-24,0,11,23
2020-04-24,0,26,28
2020-04-24,1,31,35
2020-04-24,0,10,12
2020-04-24,1,11,22
2020-04-24,0,5,12
2020-04-24,0,7,8
2020-04-23,3,31,60
2020-04-23,0,15,17
2020-04-23,3,35,47
2020-04-23,1,6,8
2020-04-23,0,14,16
2020-04-23,0,29,62
2020-04-23,2,9,11
2020-04-22,1,32,37
2020-04-22,0,15,5
2020-04-22,0,17,25
2020-04-22,5,87,249
2020-04-22,7,180,231
2020-04-22,1,19,19
2020-04-22,0,13,12
2020-04-22,0,15,19
2020-04-22,5,183,185
2020-04-22,0,12,16
2020-04-21,1,25,21
2020-04-21,0,8,15
2020-04-21,17,208,438
2020-04-21,4,73,83
2020-04-21,0,8,14
2020-04-21,0,10,20
2020-04-21,0,17,12
2020-04-21,1,16,29
2020-04-20,0,10,12
2020-04-20,0,19,15
2020-04-20,0,21,16
2020-04-20,0,37,48
2020-04-20,1,14,13
2020-04-20,2,37,94
2020-04-20,4,43,59
2020-04-19,0,44,60
2020-04-19,0,12,18
2020-04-18,1,16,25
2020-04-18,1,8,20
2020-04-17,6,80,87
2020-04-17,0,51,52
2020-04-17,0,11,15
2020-04-17,1,11,20
2020-04-17,11,83,113
2020-04-17,1,11,8
2020-04-17,1,46,59
2020-04-17,1,23,25
2020-04-17,0,12,16
2020-04-17,0,28,20
2020-04-17,3,17,21
2020-04-16,1,44,53
2020-04-16,1,12,16
2020-04-16,0,21,18
2020-04-16,1,19,14
2020-04-16,0,27,30
2020-04-16,0,19,14
2020-04-16,0,12,5
2020-04-16,0,11,15
2020-04-16,0,22,32
2020-04-15,1,14,13
2020-04-15,0,15,36
2020-04-15,1,7,10
2020-04-15,2,37,72
2020-04-15,2,16,17
2020-04-15,3,21,22
2020-04-15,0,15,22
2020-04-15,0,11,9
2020-04-15,0,4,5
2020-04-15,4,50,83
2020-04-15,0,6,9
2020-04-15,0,6,4
2020-04-15,0,22,18
2020-04-14,0,13,11
2020-04-14,1,13,18
2020-04-14,2,124,150
2020-04-14,0,10,15
2020-04-14,0,12,13
2020-04-14,0,9,16
2020-04-14,2,34,46
2020-04-14,0,10,9
2020-04-14,1,44,61
2020-04-14,2,9,6
2020-04-14,0,6,12
2020-04-14,2,55,63
2020-04-13,1,13,20
2020-04-13,0,58,65
2020-04-13,0,31,55
2020-04-13,1,12,11
2020-04-13,2,35,53
2020-04-13,2,17,21
2020-04-13,0,21,31
2020-04-13,1,17,15
2020-04-12,2,66,60
2020-04-12,11,22,37
2020-04-11,1,19,19
2020-04-11,0,13,14
2020-04-11,1,20,16
2020-04-10,0,12,9
2020-04-10,18,304,392
2020-04-10,0,20,18
2020-04-10,32,179,308
2020-04-10,0,14,10
2020-04-10,0,17,22
2020-04-10,1,12,29
2020-04-10,3,71,116
2020-04-10,1,15,15
2020-04-10,0,10,16
2020-04-09,0,15,24
2020-04-09,2,17,24
2020-04-09,1,20,26
2020-04-09,1,7,13
2020-04-09,0,8,6
2020-04-09,1,13,14
2020-04-09,3,30,29
2020-04-09,0,18,20
2020-04-08,1,35,49
2020-04-08,1,13,17
2020-04-08,2,19,22
2020-04-08,7,152,204
2020-04-08,3,16,23
2020-04-08,1,13,16
2020-04-08,0,11,8
2020-04-08,0,10,16
2020-04-08,0,14,9
2020-04-08,0,10,10
2020-04-08,0,16,19
2020-04-08,0,11,12
2020-04-08,2,25,39
2020-04-07,2,40,43
2020-04-07,1,18,25
2020-04-07,0,9,11
2020-04-07,3,23,55
2020-04-07,2,16,14
2020-04-07,0,13,12
2020-04-07,1,30,42
2020-04-07,1,43,52
2020-04-07,0,16,18
2020-04-07,0,40,45
2020-04-07,0,20,19
2020-04-06,0,12,17
2020-04-06,1,23,25
2020-04-06,1,13,12
2020-04-06,3,43,47
2020-04-06,1,25,20
2020-04-06,0,12,3
2020-04-06,9,133,164
2020-04-06,0,15,14
2020-04-06,0,7,7
2020-04-06,2,27,39
2020-04-05,1,31,36
2020-04-04,1,31,28
2020-04-04,1,60,67
2020-04-03,1,11,22
2020-04-03,8,62,108
2020-04-03,12,178,356
2020-04-03,43,798,1071
2020-04-03,0,10,5
2020-04-03,1,22,25
2020-04-03,0,8,2
2020-04-03,2,14,11
2020-04-03,3,33,52
2020-04-03,1,23,13
2020-04-03,0,47,59
2020-04-03,1,13,11
2020-04-03,0,41,45
2020-04-03,0,8,7
2020-04-02,0,14,26
2020-04-02,1,32,24
2020-04-02,1,17,15
2020-04-02,1,19,29
2020-04-02,1,36,23
2020-04-02,1,56,40
2020-04-02,1,22,28
2020-04-01,2,35,45
2020-04-01,2,26,25
2020-04-01,0,17,19
2020-04-01,1,25,43
2020-04-01,0,25,19
2020-04-01,1,33,49
2020-04-01,0,20,24
2020-04-01,2,46,47
2020-04-01,1,20,21
2020-04-01,0,18,21
2020-03-31,1,35,48
2020-03-31,1,10,17
2020-03-31,3,44,47
2020-03-31,1,19,27
2020-03-31,0,10,8
2020-03-31,1,17,21
2020-03-30,1,18,45
2020-03-30,0,16,26
2020-03-30,0,14,13
2020-03-30,0,18,31
2020-03-30,0,27,41
2020-03-30,3,19,32
2020-03-29,0,32,44
2020-03-29,2,47,58
2020-03-28,0,83,246
2020-03-28,10,238,315
2020-03-28,2,16,23
2020-03-27,0,25,30
2020-03-27,7,67,143
2020-03-27,0,21,13
2020-03-27,2,111,152
2020-03-27,0,13,19
2020-03-27,2,34,46
2020-03-27,0,33,43
2020-03-27,0,16,17
2020-03-27,2,9,13
2020-03-27,3,30,60
2020-03-27,4,133,194
2020-03-27,1,17,26
2020-03-27,0,26,28
2020-03-26,1,39,43
2020-03-26,0,9,6
2020-03-26,0,7,10
2020-03-26,0,21,25
