id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1398236182333431808,1398236182333431808,2021-05-28 07:14:18 Eastern Daylight Time,2021-05-28,07:14:18,-0400,18681139,priyankachopra,PRIYANKA,,#TogetherForIndia @GiveIndia    https://t.co/NTsTc6fILX  https://t.co/2IZIIsB9Wq,und,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],"['https://pbs.twimg.com/media/E2eIZKDVcAEOOjZ.jpg', 'https://pbs.twimg.com/media/E2eIZKGUUAM60rm.jpg']",65,168,1923,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1398236182333431808,False,,1,https://pbs.twimg.com/media/E2eIZKDVcAEOOjZ.jpg,,,,,,,[],,,,
1397945827218182147,1397945827218182147,2021-05-27 12:00:32 Eastern Daylight Time,2021-05-27,12:00:32,-0400,18681139,priyankachopra,PRIYANKA,,Comfort. Style. Personality. Have it all with the @Crocs Brooklyn sandal 💃🏽 #ComeAsYouAre #Ad  https://t.co/QUKaK0lkDi,en,"[{'screen_name': 'crocs', 'name': 'crocs shoes', 'id': '45710831'}]",[],['https://pbs.twimg.com/media/E2Z_38KVgAA27ke.jpg'],395,565,21877,"['comeasyouare', 'ad']",[],https://twitter.com/priyankachopra/status/1397945827218182147,False,,1,https://pbs.twimg.com/media/E2Z_38KVgAA27ke.jpg,,,,,,,[],,,,
1397905387261620225,1397905382626844672,2021-05-27 09:19:50 Eastern Daylight Time,2021-05-27,09:19:50,-0400,18681139,priyankachopra,PRIYANKA,,".@GiveIndia is helping to serve cooked meals and dry rations to municipal wards, municipal staff, orphanages, elderly in need, patients, daily wagers, migrant workers and others in need. @nickjonas  #TogetherForIndia   https://t.co/NTsTc6fILX",en,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}, {'screen_name': 'nickjonas', 'name': 'nick jonʌs', 'id': '56783491'}]",['http://bit.ly/Together4India'],[],25,115,1212,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1397905387261620225,False,,0,,,,,,,,[],,,,
1397905382626844672,1397905382626844672,2021-05-27 09:19:49 Eastern Daylight Time,2021-05-27,09:19:49,-0400,18681139,priyankachopra,PRIYANKA,,"We are overwhelmed by the support that has come in &amp; as we continue to raise more to support India's healthcare infrastructure, we’d also like to extend support to another critical need that has emerged in our battle against Covid, fighting Hunger &amp;  malnutrition across India.  https://t.co/l8B2Oa6QRX",en,[],[],[],218,626,7930,[],[],https://twitter.com/priyankachopra/status/1397905382626844672,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1397904677140787200/pu/img/qzE0z2pJmN77TS0X.jpg,,,,,,,[],,,,
1397519608823697409,1397519577903366146,2021-05-26 07:46:54 Eastern Daylight Time,2021-05-26,07:46:54,-0400,18681139,priyankachopra,PRIYANKA,,#TogetherForIndia @vkhosla @GiveIndia  (2/2)  https://t.co/Myad6mRK9P,und,"[{'screen_name': 'vkhosla', 'name': 'vinod khosla', 'id': '42226885'}, {'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",[],[],24,86,984,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1397519608823697409,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1397519587223109637/pu/img/peBGFomn6mhacSFs.jpg,,,,,,,[],,,,
1397519577903366146,1397519577903366146,2021-05-26 07:46:46 Eastern Daylight Time,2021-05-26,07:46:46,-0400,18681139,priyankachopra,PRIYANKA,,#TogetherForIndia @GiveIndia    https://t.co/NTsTc6fILX (1/2)  https://t.co/QYuYESFyoJ,und,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],['https://pbs.twimg.com/media/E2T8pSAVUAAazXv.jpg'],55,181,2344,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1397519577903366146,False,,1,https://pbs.twimg.com/media/E2T8pSAVUAAazXv.jpg,,,,,,,[],,,,
1396985282386305024,1396985282386305024,2021-05-24 20:23:40 Eastern Daylight Time,2021-05-24,20:23:40,-0400,18681139,priyankachopra,PRIYANKA,,"Vogue Australia, June 2021  @vogueaustralia 📸 by @BIBIBORTHWICK  Styled by #KatePhelan Hair by @sammcknight1  Make-up by @wendyrowemakeup  Manicure by @nailsbyMH  Talent director #RikkiKeene Wearing @CHANEL &amp; @Bulgariofficial  Production by #EllaLouiseMoore #RoscoProduction  https://t.co/bp1vOUmKTo",en,"[{'screen_name': 'vogueaustralia', 'name': 'vogue australia', 'id': '34119271'}, {'screen_name': 'bibiborthwick', 'name': 'bibi borthwick', 'id': '2600699192'}, {'screen_name': 'sammcknight1', 'name': 'sam mcknight', 'id': '303347880'}, {'screen_name': 'wendyrowemakeup', 'name': 'wendy rowe', 'id': '147568829'}, {'screen_name': 'nailsbymh', 'name': 'michelle humphrey', 'id': '531784823'}, {'screen_name': 'chanel', 'name': 'chanel', 'id': '326359913'}, {'screen_name': 'bulgariofficial', 'name': 'bvlgari', 'id': '60649803'}]",[],"['https://pbs.twimg.com/media/E2MWhGoVUAAZKnP.jpg', 'https://pbs.twimg.com/media/E2MWh0yUUAAVXJv.jpg', 'https://pbs.twimg.com/media/E2MWh1fVUAIu3lJ.jpg', 'https://pbs.twimg.com/media/E2MWh2fVcAEtPCP.jpg']",229,436,8504,"['katephelan', 'rikkikeene', 'ellalouisemoore', 'roscoproduction']",[],https://twitter.com/priyankachopra/status/1396985282386305024,False,,1,https://pbs.twimg.com/media/E2MWhGoVUAAZKnP.jpg,,,,,,,[],,,,
1396429350069706755,1396429350069706755,2021-05-23 07:34:36 Eastern Daylight Time,2021-05-23,07:34:36,-0400,18681139,priyankachopra,PRIYANKA,,In conversation with @atulsatija (Founder 2.0 and CEO of @GiveIndia) to address the key questions and discuss other areas where the funds are most needed from our fundraiser #TogetherForIndia.    https://t.co/pbORDZ1RDu  https://t.co/fl2eEMrV2g,en,"[{'screen_name': 'atulsatija', 'name': 'atul satija', 'id': '38488338'}, {'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['https://youtu.be/hOsLWGrhPBw'],['https://pbs.twimg.com/media/E2EdFqpVgAMurgq.jpg'],100,173,1914,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1396429350069706755,False,,1,https://pbs.twimg.com/media/E2EdFqpVgAMurgq.jpg,,,,,,,[],,,,
1396353242141888515,1396353242141888515,2021-05-23 02:32:10 Eastern Daylight Time,2021-05-23,02:32:10,-0400,18681139,priyankachopra,PRIYANKA,,#TogetherForIndia @atulsatija @GiveIndia    https://t.co/NTsTc6fILX  https://t.co/sR9RHhFaXP,und,"[{'screen_name': 'atulsatija', 'name': 'atul satija', 'id': '38488338'}, {'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],['https://pbs.twimg.com/media/E2DX3neUYAITRDG.jpg'],59,170,2875,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1396353242141888515,False,,1,https://pbs.twimg.com/media/E2DX3neUYAITRDG.jpg,,,,,,,[],,,,
1395438514351661057,1395438514351661057,2021-05-20 13:57:22 Eastern Daylight Time,2021-05-20,13:57:22,-0400,18681139,priyankachopra,PRIYANKA,,We’re making a big impact with the funds we’ve collected so far... let's continue to do more  #TogetherForIndia @GiveIndia  https://t.co/bwd5aXfun0,en,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",[],"['https://pbs.twimg.com/media/E12X7G2VcAEN-JB.jpg', 'https://pbs.twimg.com/media/E12X7G6UYAUCc26.jpg', 'https://pbs.twimg.com/media/E12X7G4VkAEZetM.jpg', 'https://pbs.twimg.com/media/E12X7G6VoAIq7fI.jpg']",153,387,6272,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1395438514351661057,False,,1,https://pbs.twimg.com/media/E12X7G2VcAEN-JB.jpg,,,,,,,[],,,,
1393165946651480066,1393165946651480066,2021-05-14 07:27:00 Eastern Daylight Time,2021-05-14,07:27:00,-0400,18681139,priyankachopra,PRIYANKA,,🙏🏽♥️ #TogetherForIndia  @vkhosla @GiveIndia    https://t.co/NTsTc6fILX  https://t.co/DwwqvvxeaJ,und,"[{'screen_name': 'vkhosla', 'name': 'vinod khosla', 'id': '42226885'}, {'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],['https://pbs.twimg.com/media/E1WFCSBVEAYwG0p.jpg'],181,266,3059,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1393165946651480066,False,,1,https://pbs.twimg.com/media/E1WFCSBVEAYwG0p.jpg,,,,,,,[],,,,
1393117966946897926,1393117966946897926,2021-05-14 04:16:20 Eastern Daylight Time,2021-05-14,04:16:20,-0400,18681139,priyankachopra,PRIYANKA,,#EidMubarak  https://t.co/3V2tnkZtQD,und,[],[],[],406,457,10120,['eidmubarak'],[],https://twitter.com/priyankachopra/status/1393117966946897926,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1393117938522103810/pu/img/o12DhoRXw9N67sBm.jpg,,,,,,,[],,,,
1392560832534368258,1392560823818616832,2021-05-12 15:22:29 Eastern Daylight Time,2021-05-12,15:22:29,-0400,18681139,priyankachopra,PRIYANKA,,"We’re raising the fundraising target to $3 Million and we know that with your help and support, we can achieve this too.   Thank you all for your support and thank you @GiveIndia for the incredible work you are doing on ground.   https://t.co/NTsTc6fILX  (4/4)",en,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],[],35,108,1059,[],[],https://twitter.com/priyankachopra/status/1392560832534368258,False,,0,,,,,,,,[],,,,
1392560830235906050,1392560823818616832,2021-05-12 15:22:29 Eastern Daylight Time,2021-05-12,15:22:29,-0400,18681139,priyankachopra,PRIYANKA,,"All the money raised has already being deployed across the country in the form of Oxygen Concentrators, Vaccine Support and so much more. We can all continue to help so let’s not stop here.  (3/4)",en,[],[],[],47,96,1466,[],[],https://twitter.com/priyankachopra/status/1392560830235906050,False,,0,,,,,,,,[],,,,
1392560827652206594,1392560823818616832,2021-05-12 15:22:28 Eastern Daylight Time,2021-05-12,15:22:28,-0400,18681139,priyankachopra,PRIYANKA,,"Over 14,000 good Samaritans opened their hearts and helped us raise $1 Million in these trying times. Countless others helped us spread the world to expedite the process.  (2/4)",en,[],[],[],11,62,618,[],[],https://twitter.com/priyankachopra/status/1392560827652206594,False,,0,,,,,,,,[],,,,
1392560823818616832,1392560823818616832,2021-05-12 15:22:27 Eastern Daylight Time,2021-05-12,15:22:27,-0400,18681139,priyankachopra,PRIYANKA,,"Through some of the darkest days in our history, humanity has once again proven that we are better together.  @nickjonas and I are so humbled by your support and by the outpouring of help for India from so many parts of the world.  (1/4)  https://t.co/9lLuoPeQE2",en,"[{'screen_name': 'nickjonas', 'name': 'nick jonʌs', 'id': '56783491'}]",[],[],103,249,2816,[],[],https://twitter.com/priyankachopra/status/1392560823818616832,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392560746043568129/pu/img/GLDqYZk5qLzJ351y.jpg,,,,,,,[],,,,
1392515281633775626,1392514901097123843,2021-05-12 12:21:29 Eastern Daylight Time,2021-05-12,12:21:29,-0400,18681139,priyankachopra,PRIYANKA,,"Your contributions will go directly to healthcare physical infrastructure, medical equipment, and vaccine support &amp; mobilization. We are so close to reaching our goal, so please contribute if you are able. There is still so much left to be done. 🙏🏽  https://t.co/NTsTc6fILX (5/5)",en,[],['http://bit.ly/Together4India'],[],33,91,920,[],[],https://twitter.com/priyankachopra/status/1392515281633775626,False,,0,,,,,,,,[],,,,
1392515153032142857,1392514901097123843,2021-05-12 12:20:58 Eastern Daylight Time,2021-05-12,12:20:58,-0400,18681139,priyankachopra,PRIYANKA,,Help us help them… please donate to the #TogetherForIndia fundraiser with @GiveIndia in an effort to bring relief to the Cover 19 crisis happening in India right now. (4/5),en,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",[],[],18,87,1194,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1392515153032142857,False,,0,,,,,,,,[],,,,
1392515007301128192,1392514901097123843,2021-05-12 12:20:24 Eastern Daylight Time,2021-05-12,12:20:24,-0400,18681139,priyankachopra,PRIYANKA,,"Every day, nurses around the world are putting the wellbeing of others before their own, and that unbelievable act of selflessness must not go unnoticed. I would like to thank each and every one of you. We are blessed to have you. #InternationalNursesDay (3/5)",en,[],[],[],7,58,640,['internationalnursesday'],[],https://twitter.com/priyankachopra/status/1392515007301128192,False,,0,,,,,,,,[],,,,
1392514960018710537,1392514901097123843,2021-05-12 12:20:12 Eastern Daylight Time,2021-05-12,12:20:12,-0400,18681139,priyankachopra,PRIYANKA,,"In the unprecedented times that we are living in, we have all been witness to those qualities and each one of us probably has a story of the selfless work of nurses we have experienced. (2/5)",en,[],[],[],4,51,366,[],[],https://twitter.com/priyankachopra/status/1392514960018710537,False,,0,,,,,,,,[],,,,
1392514901097123843,1392514901097123843,2021-05-12 12:19:58 Eastern Daylight Time,2021-05-12,12:19:58,-0400,18681139,priyankachopra,PRIYANKA,,"I come from a family of medical professionals, doctors and nurses. My grandmother was a nurse. To see the selflessness of the medical profession first hand has been a huge learning lesson for me.  (1/5)  https://t.co/UvGSvMrYK5",en,[],[],[],81,279,4412,[],[],https://twitter.com/priyankachopra/status/1392514901097123843,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392514669198249987/pu/img/PiOfam7PjC0LKVEZ.jpg,,,,,,,[],,,,
1391316169211006977,1391316161527123971,2021-05-09 04:56:38 Eastern Daylight Time,2021-05-09,04:56:38,-0400,18681139,priyankachopra,PRIYANKA,,I’m so blessed to look up to two incredible women who lead by example everyday. Love you   Happy Mother's Day to everyone❤️  @madhuchopra  @DeniseJonas   (2/2)  https://t.co/nbgvtXQ5KO,en,"[{'screen_name': 'madhuchopra', 'name': 'madhu chopra', 'id': '105518363'}, {'screen_name': 'denisejonas', 'name': 'denise jonas', 'id': '123417458'}]",[],['https://pbs.twimg.com/media/E07yrfBVEAYpmD1.jpg'],95,175,5652,[],[],https://twitter.com/priyankachopra/status/1391316169211006977,False,,1,https://pbs.twimg.com/media/E07yrfBVEAYpmD1.jpg,,,,,,,[],,,,
1391316161527123971,1391316161527123971,2021-05-09 04:56:36 Eastern Daylight Time,2021-05-09,04:56:36,-0400,18681139,priyankachopra,PRIYANKA,,"“I do what I want, where I want, when I want.... if my mom says it’s ok. “- unknown  Today we celebrate motherhood.  The beginning of all life. Here’s to all the mothers all around us that boundlessly create, nurture and love. Please know you are appreciated and seen.  (1/2)  https://t.co/JXFh4UAmbi",en,[],[],['https://pbs.twimg.com/media/E07yrA_VkAMWFyl.jpg'],295,497,13731,[],[],https://twitter.com/priyankachopra/status/1391316161527123971,False,,1,https://pbs.twimg.com/media/E07yrA_VkAMWFyl.jpg,,,,,,,[],,,,
1390251666763517955,1390251663420657666,2021-05-06 06:26:41 Eastern Daylight Time,2021-05-06,06:26:41,-0400,18681139,priyankachopra,PRIYANKA,,Your support will bring help and relief to so many. Every little thing counts because every breath matters. Please donate to the #TogetherForIndia fund on @GiveIndia.   Click the link below to donate   https://t.co/NTsTc6fILX  (2/2),en,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],[],47,199,1489,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1390251666763517955,False,,0,,,,,,,,[],,,,
1390251663420657666,1390251663420657666,2021-05-06 06:26:40 Eastern Daylight Time,2021-05-06,06:26:40,-0400,18681139,priyankachopra,PRIYANKA,,"No one is safe until everyone is safe...that’s why we cant stop. India has seen an unabated growth in Covid cases for weeks now, and while so many are coming together to provide relief to as many as possible, there is still so much left to be done.   (1/2)  https://t.co/ttjMjxoclt",en,[],[],['https://pbs.twimg.com/media/E0sqgqcUcAECmL0.jpg'],147,592,6668,[],[],https://twitter.com/priyankachopra/status/1390251663420657666,False,,1,https://pbs.twimg.com/media/E0sqgqcUcAECmL0.jpg,,,,,,,[],,,,
1390246374344728580,1390246374344728580,2021-05-06 06:05:39 Eastern Daylight Time,2021-05-06,06:05:39,-0400,18681139,priyankachopra,PRIYANKA,,Thank you @MarleeMatlin 🙏🏽,en,"[{'screen_name': 'marleematlin', 'name': 'marlee matlin', 'id': '26149716'}]",[],[],45,77,1749,[],[],https://twitter.com/priyankachopra/status/1390246374344728580,False,https://twitter.com/MarleeMatlin/status/1389589530710142978,0,,,,,,,,[],,,,
1389159904498253826,1389159904498253826,2021-05-03 06:08:25 Eastern Daylight Time,2021-05-03,06:08:25,-0400,18681139,priyankachopra,PRIYANKA,,.@SonuSood  #EveryLifeMatters  https://t.co/cHvpOuZEvp,und,"[{'screen_name': 'sonusood', 'name': 'sonu sood', 'id': '295026890'}]",[],['https://pbs.twimg.com/media/E0dJjUiVoAIN767.jpg'],524,3786,32931,['everylifematters'],[],https://twitter.com/priyankachopra/status/1389159904498253826,False,https://twitter.com/SonuSood/status/1387672771488935942,1,https://pbs.twimg.com/media/E0dJjUiVoAIN767.jpg,,,,,,,[],,,,
1388773860653211651,1388773860653211651,2021-05-02 04:34:25 Eastern Daylight Time,2021-05-02,04:34:25,-0400,18681139,priyankachopra,PRIYANKA,,"The battle to stop the ravaging effects of Covid-19 in India still continues unabated. Your contributions to @GiveIndia will make a huge, tangible difference!   Your contributions will save lives 🙏🏽  #TogetherForIndia   Click the link below to donate.  https://t.co/NTsTc6fILX  https://t.co/BWhv4UqmF9",en,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],[],111,463,2823,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1388773860653211651,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1388773817288331276/pu/img/ph4IXzpiv_UGhEgA.jpg,,,,,,,[],,,,
1388745141687554051,1388745141687554051,2021-05-02 02:40:18 Eastern Daylight Time,2021-05-02,02:40:18,-0400,18681139,priyankachopra,PRIYANKA,,Thx piper! Lots of love @PiperPerabo,en,"[{'screen_name': 'piperperabo', 'name': 'piper perabo', 'id': '586749256'}]",[],[],64,113,2053,[],[],https://twitter.com/priyankachopra/status/1388745141687554051,False,https://twitter.com/PiperPerabo/status/1388541885472514056,0,,,,,,,,[],,,,
1388422371401363456,1388422371401363456,2021-05-01 05:17:43 Eastern Daylight Time,2021-05-01,05:17:43,-0400,18681139,priyankachopra,PRIYANKA,,#TogetherForIndia 🙏🏽 @GiveIndia,und,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",[],[],69,163,2296,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1388422371401363456,False,https://twitter.com/TeamPriyanka/status/1388090344462553091,0,,,,,,,,[],,,,
1388141298863906828,1388141298863906828,2021-04-30 10:40:50 Eastern Daylight Time,2021-04-30,10:40:50,-0400,18681139,priyankachopra,PRIYANKA,,🙏🏽,und,[],[],[],44,75,1348,[],[],https://twitter.com/priyankachopra/status/1388141298863906828,False,https://twitter.com/aKm07/status/1388098074979946496,0,,,,,,,,[],,,,
1388140902518910976,1388140902518910976,2021-04-30 10:39:16 Eastern Daylight Time,2021-04-30,10:39:16,-0400,18681139,priyankachopra,PRIYANKA,,Thank you 🙏🏽,en,[],[],[],33,61,1161,[],[],https://twitter.com/priyankachopra/status/1388140902518910976,False,https://twitter.com/stacyanomaly/status/1387835785869680640,0,,,,,,,,[],,,,
1388130985552715786,1388130985552715786,2021-04-30 09:59:51 Eastern Daylight Time,2021-04-30,09:59:51,-0400,18681139,priyankachopra,PRIYANKA,,Have the best birthday @SamHeughan Can’t wait for a #TextForYou reunion!,en,"[{'screen_name': 'samheughan', 'name': 'sam heughan', 'id': '336445332'}]",[],[],93,176,4020,['textforyou'],[],https://twitter.com/priyankachopra/status/1388130985552715786,False,,0,,,,,,,,[],,,,
1387908290634465282,1387908290634465282,2021-04-29 19:14:57 Eastern Daylight Time,2021-04-29,19:14:57,-0400,18681139,priyankachopra,PRIYANKA,,❤️ @PiperPerabo,und,"[{'screen_name': 'piperperabo', 'name': 'piper perabo', 'id': '586749256'}]",[],[],43,115,1885,[],[],https://twitter.com/priyankachopra/status/1387908290634465282,False,https://twitter.com/PiperPerabo/status/1387904645436256256,0,,,,,,,,[],,,,
1387862375827603457,1387862312401268737,2021-04-29 16:12:30 Eastern Daylight Time,2021-04-29,16:12:30,-0400,18681139,priyankachopra,PRIYANKA,,Please donate now.  https://t.co/NTsTc6fILX @GiveIndia,en,"[{'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],[],66,482,2019,[],[],https://twitter.com/priyankachopra/status/1387862375827603457,False,,0,,,,,,,,[],,,,
1387862312401268737,1387862312401268737,2021-04-29 16:12:15 Eastern Daylight Time,2021-04-29,16:12:15,-0400,18681139,priyankachopra,PRIYANKA,,#TogetherForIndia…. Thank you all for your support and donations. Your contributions are going to make a tangible difference in this fight against the vicious spread of Covid 19 in India. There is so much left to do and we hope that this momentum we have built will continue.  https://t.co/Lds6L1083G,en,[],[],[],436,2025,17090,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1387862312401268737,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1387862257971863555/pu/img/7GgpUBvIZhbZrhdd.jpg,,,,,,,[],,,,
1387749096249778181,1387749096249778181,2021-04-29 08:42:22 Eastern Daylight Time,2021-04-29,08:42:22,-0400,18681139,priyankachopra,PRIYANKA,,Thank you @fiyaspeaks  PLs post screen shots of your donations and I will RT! Thank you for doing your bit! ❤️ @GiveIndia #togetherforindia    https://t.co/NTsTc6xkax,en,"[{'screen_name': 'fiyaspeaks', 'name': 'alfiyā ✨', 'id': '4355734939'}, {'screen_name': 'giveindia', 'name': 'giveindia', 'id': '39008466'}]",['http://bit.ly/Together4India'],[],35,95,1033,['togetherforindia'],[],https://twitter.com/priyankachopra/status/1387749096249778181,False,https://twitter.com/fiyaspeaks/status/1387740026084073480,0,,,,,,,,[],,,,
1387747166144192512,1387740026084073480,2021-04-29 08:34:42 Eastern Daylight Time,2021-04-29,08:34:42,-0400,18681139,priyankachopra,PRIYANKA,,@fiyaspeaks @GiveIndia @TeamPriyanka ❤️❤️,und,[],[],[],10,15,92,[],[],https://twitter.com/priyankachopra/status/1387747166144192512,False,,0,,,,,,,,"[{'screen_name': 'fiyaspeaks', 'name': 'Alfiyā ✨', 'id': '4355734939'}, {'screen_name': 'GiveIndia', 'name': 'GiveIndia', 'id': '39008466'}, {'screen_name': 'TeamPriyanka', 'name': 'Team Priyanka Chopra', 'id': '61470292'}]",,,,
